Year,avg_nas_delay
2003,25.08108108108108
2004,6.943661971830986
2005,9.714285714285714
2006,12.069444444444445
2007,26.03048780487805
2008,18.55263157894737
2009,23.9390243902439
2010,23.629139072847682
